2017-09-15,2017-09-21,1,BODAK YELLOW,Cardi B,20.9M
2017-09-15,2017-09-21,2,LOOK WHAT YOU MADE ME DO,Taylor Swift,18.2M
2017-09-15,2017-09-21,3,DESPACITO (FEAT. DADDY YANKEE),Luis Fonsi,15.6M
2017-09-15,2017-09-21,4,RAKE IT UP (FEAT. NICKI MINAJ),Yo Gotti,11.9M
2017-09-15,2017-09-21,5,BANK ACCOUNT,21 Savage,11.6M
2017-09-15,2017-09-21,6,1-800-273-8255 (FEAT. ALESSIA CARA & KHALID),Logic,10.5M
2017-09-15,2017-09-21,7,THE RACE,Tay-K,10.3M
2017-09-15,2017-09-21,8,I GET THE BAG (FEAT. MIGOS),Gucci Mane,9.73M
2017-09-15,2017-09-21,9,XO TOUR LLIF3,Lil Uzi Vert,8.71M
2017-09-15,2017-09-21,10,THE WEEKEND,SZA,7.41M
2017-09-15,2017-09-21,11,UNFORGETTABLE (FEAT. SWAE LEE),French Montana,7.33M
2017-09-15,2017-09-21,12,MI GENTE (J BALVIN & WILLY WILLIAM),J Balvin,7.30M
2017-09-15,2017-09-21,13,BELIEVER,Imagine Dragons,6.63M
2017-09-15,2017-09-21,14,YOUNG DUMB & BROKE,Khalid,6.39M
2017-09-15,2017-09-21,15,SORRY NOT SORRY,Demi Lovato,6.28M
2017-09-15,2017-09-21,16,WILD THOUGHTS (FEAT. RIHANNA & BRYSON TILLER),DJ Khaled,6.24M
2017-09-15,2017-09-21,17,ROLEX,Ayo & Teo,6.19M
2017-09-15,2017-09-21,18,TRANSPORTIN',Kodak Black,6.12M
2017-09-15,2017-09-21,19,SHAPE OF YOU,Ed Sheeran,6.07M
2017-09-15,2017-09-21,20,THAT'S WHAT I LIKE,Bruno Mars,5.79M
2017-09-15,2017-09-21,21,"I'M THE ONE (FEAT. JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER & LIL WAYNE)",DJ Khaled,5.62M
2017-09-15,2017-09-21,22,THESE HEAUX,Bhad Bhabie,5.61M
2017-09-15,2017-09-21,23,HUMBLE.,Kendrick Lamar,5.18M
2017-09-15,2017-09-21,24,LOOK AT ME!,XXXTentacion,5.17M
2017-09-15,2017-09-21,25,CONGRATULATIONS (FEAT. QUAVO),Post Malone,5.13M
2017-09-15,2017-09-21,26,ESCÁPATE CONMIGO (FEAT. OZUNA),Wisin,4.62M
2017-09-15,2017-09-21,27,BAD AND BOUJEE (FEAT. LIL UZI VERT),Migos,4.50M
2017-09-15,2017-09-21,28,SWISH SWISH (FEAT. NICKI MINAJ),Katy Perry,4.47M
2017-09-15,2017-09-21,29,TOO GOOD AT GOODBYES,Sam Smith,4.44M
2017-09-15,2017-09-21,30,MASK OFF,Future,4.34M
2017-09-15,2017-09-21,31,ATTENTION,Charlie Puth,4.20M
2017-09-15,2017-09-21,32,FELICES LOS 4,Maluma,4.02M
2017-09-15,2017-09-21,33,DUSK TILL DAWN (FEAT. SIA),Zayn Malik,3.98M
2017-09-15,2017-09-21,34,DROWNING (FEAT. KODAK BLACK),A Boogie wit da Hoodie,3.97M
2017-09-15,2017-09-21,35,ROLL IN PEACE (FEAT. XXXTENTACION),Kodak Black,3.97M
2017-09-15,2017-09-21,36,DNA,BTS,3.93M
2017-09-15,2017-09-21,37,NEW RULES,Dua Lipa,3.91M
2017-09-15,2017-09-21,38,SLIPPERY (FEAT. GUCCI MANE),Migos,3.90M
2017-09-15,2017-09-21,39,JOCELYN FLORES,XXXTentacion,3.86M
2017-09-15,2017-09-21,40,LOCATION,Khalid,3.82M
2017-09-15,2017-09-21,41,UPTOWN FUNK (FEAT. BRUNO MARS),Mark Ronson,3.71M
2017-09-15,2017-09-21,42,WHEN IT RAINS IT POURS,Luke Combs,3.64M
2017-09-15,2017-09-21,43,LOVE GALORE (FEAT. TRAVIS SCOTT),SZA,3.62M
2017-09-15,2017-09-21,44,GUCCI GANG,Lil Pump,3.54M
2017-09-15,2017-09-21,45,KRIPPY KUSH (FEAT. BAD BUNNY & RVSSIAN),Farruko,3.49M
2017-09-15,2017-09-21,46,GANGNAM STYLE,PSY,3.48M
2017-09-15,2017-09-21,47,"PILLS & AUTOMOBILES (FEAT. A BOOGIE WIT DA HOODIE, YO GOTTI & KODAK BLACK)",Chris Brown,3.45M
2017-09-15,2017-09-21,48,ROCKSTAR (FEAT. 21 SAVAGE),Post Malone,3.44M
2017-09-15,2017-09-21,49,DO RE MI (FEAT. GUCCI MANE),blackbear,3.42M
2017-09-15,2017-09-21,50,WHAT IFS (FEAT. LAUREN ALAINA),Kane Brown,3.39M
2017-09-15,2017-09-21,51,STRIP THAT DOWN (FEAT. QUAVO),Liam Payne,3.39M
2017-09-15,2017-09-21,52,IN CASE YOU DIDN'T KNOW,Brett Young,3.37M
2017-09-15,2017-09-21,53,ISPY (FEAT. LIL YACHTY),KYLE,3.30M
2017-09-15,2017-09-21,54,NO SMOKE,YoungBoy Never Broke Again,3.29M
2017-09-15,2017-09-21,55,JAKE PAULERS,,3.25M
2017-09-15,2017-09-21,56,MAGNOLIA,,3.18M
2017-09-15,2017-09-21,57,FIRST DAY OUT,Tee Grizzley,3.13M
2017-09-15,2017-09-21,58,REDBONE,Donald Glover,3.10M
2017-09-15,2017-09-21,59,EVERYDAY WE LIT,YFN Lucci,3.05M
2017-09-15,2017-09-21,60,HOW FAR I'LL GO,,3.00M
2017-09-15,2017-09-21,61,NO FLOCKIN,Kodak Black,2.96M
2017-09-15,2017-09-21,62,BODY LIKE A BACK ROAD,Sam Hunt,2.96M
2017-09-15,2017-09-21,63,CAN'T STOP THE FEELING!,Justin Timberlake,2.88M
2017-09-15,2017-09-21,64,UNTOUCHABLE,YoungBoy Never Broke Again,2.86M
2017-09-15,2017-09-21,65,B.E.D.,Jacquees,2.86M
2017-09-15,2017-09-21,66,SAUCE IT UP,Lil Uzi Vert,2.85M
2017-09-15,2017-09-21,67,"WHAT'S MY NAME (THOMAS DOHERTY, DYLAN PLAYFAIR & CHINA ANNE MCCLAIN)",,2.85M
2017-09-15,2017-09-21,68,PERRO FIEL (FEAT. NICKY JAM),Shakira,2.85M
2017-09-15,2017-09-21,69,PRAYING,Kesha,2.84M
2017-09-15,2017-09-21,70,TUNNEL VISION,Kodak Black,2.84M
2017-09-15,2017-09-21,71,MAYORES (FEAT. BAD BUNNY),Becky G,2.77M
2017-09-15,2017-09-21,72,HAPPY,Pharrell Williams,2.77M
2017-09-15,2017-09-21,73,PRIVACY,Chris Brown,2.72M
2017-09-15,2017-09-21,74,ROCKABYE (FEAT. SEAN PAUL & ANNE-MARIE),Clean Bandit,2.70M
2017-09-15,2017-09-21,75,LOYALTY (FEAT. RIHANNA),Kendrick Lamar,2.70M
2017-09-15,2017-09-21,76,IT'S EVERY NIGHT SIS (FEAT. ALISSA VIOLET),,2.69M
2017-09-15,2017-09-21,77,"IT'S A VIBE (FEAT. TY DOLLA $IGN, TREY SONGZ & JHENÉ AIKO)",2 Chainz,2.68M
2017-09-15,2017-09-21,78,JUJU ON THAT BEAT (ZAY HILFIGERRR & ZAYION MCCALL),,2.64M
2017-09-15,2017-09-21,79,HEATHENS,TWENTY ØNE PILØTS,2.64M
2017-09-15,2017-09-21,80,WATCH ME,Silentó,2.61M
2017-09-15,2017-09-21,81,MONSTER,Skillet,2.60M
2017-09-15,2017-09-21,82,SOMETHING JUST LIKE THIS (THE CHAINSMOKERS & COLDPLAY),The Chainsmokers,2.58M
2017-09-15,2017-09-21,83,SAY YOU WON'T LET GO,James Arthur,2.55M
2017-09-15,2017-09-21,84,THERE'S NOTHING HOLDIN' ME BACK,Shawn Mendes,2.54M
2017-09-15,2017-09-21,85,TENNESSEE WHISKEY,Chris Stapleton,2.52M
2017-09-15,2017-09-21,86,PATTY CAKE,Kodak Black,2.51M
2017-09-15,2017-09-21,87,CLOSER (FEAT. HALSEY),The Chainsmokers,2.48M
2017-09-15,2017-09-21,88,UNA LADY COMO TU,Manuel T,2.47M
2017-09-15,2017-09-21,89,SWALLA (FEAT. NICKI MINAJ & TY DOLLA $IGN),Jason Derulo,2.47M
2017-09-15,2017-09-21,90,CORRIDO DE JUANITO,Calibre 50,2.46M
2017-09-15,2017-09-21,91,BÁILAME,Nacho,2.43M
2017-09-15,2017-09-21,92,A THOUSAND YEARS,Christina Perri,2.42M
2017-09-15,2017-09-21,93,HURRICANE,Luke Combs,2.42M
2017-09-15,2017-09-21,94,YOU'RE WELCOME,,2.41M
2017-09-15,2017-09-21,95,CREW (FEAT. BRENT FAIYAZ & SHY GLIZZY),GoldLink,2.41M
2017-09-15,2017-09-21,96,SEE YOU AGAIN (FEAT. CHARLIE PUTH),Wiz Khalifa,2.41M
2017-09-15,2017-09-21,97,WHEN WE,Tank,2.40M
2017-09-15,2017-09-21,98,...READY FOR IT?,Taylor Swift,2.37M
2017-09-15,2017-09-21,99,IDFC,blackbear,2.36M
2017-09-15,2017-09-21,100,REGGAETÓN LENTO (BAILEMOS),CNCO,2.33M
2017-09-22,2017-09-28,1,BODAK YELLOW,Cardi B,21.9M
2017-09-22,2017-09-28,2,DESPACITO (FEAT. DADDY YANKEE),Luis Fonsi,14.7M
2017-09-22,2017-09-28,3,LOOK WHAT YOU MADE ME DO,Taylor Swift,13.9M
2017-09-22,2017-09-28,4,1-800-273-8255 (FEAT. ALESSIA CARA & KHALID),Logic,13.1M
2017-09-22,2017-09-28,5,RAKE IT UP (FEAT. NICKI MINAJ),Yo Gotti,11.5M
2017-09-22,2017-09-28,6,BANK ACCOUNT,21 Savage,11.4M
2017-09-22,2017-09-28,7,THE RACE,Tay-K,10.1M
2017-09-22,2017-09-28,8,I GET THE BAG (FEAT. MIGOS),Gucci Mane,8.85M
2017-09-22,2017-09-28,9,THE WEEKEND,SZA,7.54M
2017-09-22,2017-09-28,10,XO TOUR LLIF3,Lil Uzi Vert,7.54M
2017-09-22,2017-09-28,11,MI GENTE (J BALVIN & WILLY WILLIAM),J Balvin,6.83M
2017-09-22,2017-09-28,12,UNFORGETTABLE (FEAT. SWAE LEE),French Montana,6.71M
2017-09-22,2017-09-28,13,YOUNG DUMB & BROKE,Khalid,6.70M
2017-09-22,2017-09-28,14,BELIEVER,Imagine Dragons,6.42M
2017-09-22,2017-09-28,15,SORRY NOT SORRY,Demi Lovato,6.22M
2017-09-22,2017-09-28,16,ROLEX,Ayo & Teo,6.03M
2017-09-22,2017-09-28,17,GUCCI GANG,Lil Pump,5.91M
2017-09-22,2017-09-28,18,SHAPE OF YOU,Ed Sheeran,5.67M
2017-09-22,2017-09-28,19,TOO GOOD AT GOODBYES,Sam Smith,5.66M
2017-09-22,2017-09-28,20,WILD THOUGHTS (FEAT. RIHANNA & BRYSON TILLER),DJ Khaled,5.61M
2017-09-22,2017-09-28,21,THAT'S WHAT I LIKE,Bruno Mars,5.34M
2017-09-22,2017-09-28,22,CONGRATULATIONS (FEAT. QUAVO),Post Malone,5.27M
2017-09-22,2017-09-28,23,TRANSPORTIN',Kodak Black,5.15M
2017-09-22,2017-09-28,24,"I'M THE ONE (FEAT. JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER & LIL WAYNE)",DJ Khaled,4.97M
2017-09-22,2017-09-28,25,HUMBLE.,Kendrick Lamar,4.83M
2017-09-22,2017-09-28,26,BAD AND BOUJEE (FEAT. LIL UZI VERT),Migos,4.27M
2017-09-22,2017-09-28,27,DNA,BTS,4.25M
2017-09-22,2017-09-28,28,ESCÁPATE CONMIGO (FEAT. OZUNA),Wisin,4.23M
2017-09-22,2017-09-28,29,NEW RULES,Dua Lipa,4.16M
2017-09-22,2017-09-28,30,THESE HEAUX,Bhad Bhabie,4.15M
2017-09-22,2017-09-28,31,MASK OFF,Future,4.11M
2017-09-22,2017-09-28,32,"PILLS & AUTOMOBILES (FEAT. YO GOTTI, KODAK BLACK & A BOOGIE WIT DA HOODIE)",Chris Brown,3.94M
2017-09-22,2017-09-28,33,ATTENTION,Charlie Puth,3.93M
2017-09-22,2017-09-28,34,LOOK AT ME!,XXXTentacion,3.88M
2017-09-22,2017-09-28,35,DROWNING (FEAT. KODAK BLACK),A Boogie wit da Hoodie,3.78M
2017-09-22,2017-09-28,36,SLIPPERY (FEAT. GUCCI MANE),Migos,3.73M
2017-09-22,2017-09-28,37,LOCATION,Khalid,3.66M
2017-09-22,2017-09-28,38,WHEN IT RAINS IT POURS,Luke Combs,3.63M
2017-09-22,2017-09-28,39,FELICES LOS 4,Maluma,3.63M
2017-09-22,2017-09-28,40,LOVE GALORE (FEAT. TRAVIS SCOTT),SZA,3.62M
2017-09-22,2017-09-28,41,DO RE MI (FEAT. GUCCI MANE),blackbear,3.61M
2017-09-22,2017-09-28,42,MAGNOLIA,,3.54M
2017-09-22,2017-09-28,43,ROLL IN PEACE (FEAT. XXXTENTACION),Kodak Black,3.43M
2017-09-22,2017-09-28,44,UPTOWN FUNK (FEAT. BRUNO MARS),Mark Ronson,3.41M
2017-09-22,2017-09-28,45,SWISH SWISH (FEAT. NICKI MINAJ),Katy Perry,3.40M
2017-09-22,2017-09-28,46,WHAT IFS (FEAT. LAUREN ALAINA),Kane Brown,3.36M
2017-09-22,2017-09-28,47,GANGNAM STYLE,PSY,3.33M
2017-09-22,2017-09-28,48,NO SMOKE,YoungBoy Never Broke Again,3.32M
2017-09-22,2017-09-28,49,NO FLOCKIN,Kodak Black,3.31M
2017-09-22,2017-09-28,50,THUNDER,Imagine Dragons,3.30M
2017-09-22,2017-09-28,51,"KRIPPY KUSH (FARRUKO, BAD BUNNY & RVSSIAN)",Farruko,3.23M
2017-09-22,2017-09-28,52,PRAYING,Kesha,3.14M
2017-09-22,2017-09-28,53,HOW FAR I'LL GO,,3.07M
2017-09-22,2017-09-28,54,JOCELYN FLORES,XXXTentacion,3.06M
2017-09-22,2017-09-28,55,IN CASE YOU DIDN'T KNOW,Brett Young,3.04M
2017-09-22,2017-09-28,56,CAN'T STOP THE FEELING!,Justin Timberlake,3.04M
2017-09-22,2017-09-28,57,STRIP THAT DOWN (FEAT. QUAVO),Liam Payne,2.99M
2017-09-22,2017-09-28,58,FIRST DAY OUT,Tee Grizzley,2.94M
2017-09-22,2017-09-28,59,DUSK TILL DAWN (FEAT. SIA),Zayn Malik,2.93M
2017-09-22,2017-09-28,60,MAYORES (FEAT. BAD BUNNY),Becky G,2.91M
2017-09-22,2017-09-28,61,REDBONE,Donald Glover,2.91M
2017-09-22,2017-09-28,62,HAPPY,Pharrell Williams,2.84M
2017-09-22,2017-09-28,63,B.E.D.,Jacquees,2.71M
2017-09-22,2017-09-28,64,MAD HATTER,Melanie Martinez,2.70M
2017-09-22,2017-09-28,65,BODY LIKE A BACK ROAD,Sam Hunt,2.65M
2017-09-22,2017-09-28,66,DON’T LET ME DOWN (FEAT. DAYA),The Chainsmokers,2.60M
2017-09-22,2017-09-28,67,HEATHENS,TWENTY ØNE PILØTS,2.60M
2017-09-22,2017-09-28,68,JUJU ON THAT BEAT (ZAY HILFIGERRR & ZAYION MCCALL),,2.60M
2017-09-22,2017-09-28,69,MONSTER,Skillet,2.60M
2017-09-22,2017-09-28,70,IDFC,blackbear,2.59M
2017-09-22,2017-09-28,71,ROCKABYE (FEAT. SEAN PAUL & ANNE-MARIE),Clean Bandit,2.58M
2017-09-22,2017-09-28,72,AGAIN (FEAT. XXXTENTACION),Noah Cyrus,2.57M
2017-09-22,2017-09-28,73,WHEN WE,Tank,2.57M
2017-09-22,2017-09-28,74,CORRIDO DE JUANITO,Calibre 50,2.57M
2017-09-22,2017-09-28,75,CLOSER (FEAT. HALSEY),The Chainsmokers,2.55M
2017-09-22,2017-09-28,76,SAY YOU WON'T LET GO,James Arthur,2.55M
2017-09-22,2017-09-28,77,"IT'S A VIBE (FEAT. TY DOLLA $IGN, TREY SONGZ & JHENÉ AIKO)",2 Chainz,2.54M
2017-09-22,2017-09-28,78,UNTOUCHABLE,YoungBoy Never Broke Again,2.54M
2017-09-22,2017-09-28,79,HI BICH / WHACHU KNOW,Bhad Bhabie,2.53M
2017-09-22,2017-09-28,80,WATCH ME (WHIP/NAE NAE),Silentó,2.52M
2017-09-22,2017-09-28,81,LUNA LLENA,,2.52M
2017-09-22,2017-09-28,82,THERE'S NOTHING HOLDIN' ME BACK,Shawn Mendes,2.49M
2017-09-22,2017-09-28,83,CRIMINAL (NATTI NATASHA & OZUNA),Natti Natasha,2.44M
2017-09-22,2017-09-28,84,LOYALTY (FEAT. RIHANNA),Kendrick Lamar,2.43M
2017-09-22,2017-09-28,85,SOMETHING JUST LIKE THIS (THE CHAINSMOKERS & COLDPLAY),The Chainsmokers,2.43M
2017-09-22,2017-09-28,86,TENNESSEE WHISKEY,Chris Stapleton,2.43M
2017-09-22,2017-09-28,87,A THOUSAND YEARS,Christina Perri,2.42M
2017-09-22,2017-09-28,88,"WHAT'S MY NAME (THOMAS DOHERTY, CHINA ANNE MCCLAIN & DYLAN PLAYFAIR)",,2.40M
2017-09-22,2017-09-28,89,"BÁILAME (REMIX) (NACHO, YANDEL, BAD BUNNY)",Nacho,2.37M
2017-09-22,2017-09-28,90,HURRICANE,Luke Combs,2.36M
2017-09-22,2017-09-28,91,CREW (FEAT. BRENT FAIYAZ & SHY GLIZZY),GoldLink,2.36M
2017-09-22,2017-09-28,92,REGGAETÓN LENTO (BAILEMOS),CNCO,2.34M
2017-09-22,2017-09-28,93,BUTTERFLY EFFECT,Travis Scott,2.33M
2017-09-22,2017-09-28,94,UNA LADY COMO TU,Manuel Turizo,2.33M
2017-09-22,2017-09-28,95,PANDA,Desiigner,2.32M
2017-09-22,2017-09-28,96,PRIVACY,Chris Brown,2.30M
2017-09-22,2017-09-28,97,IT'S EVERY NIGHT SIS (FEAT. ALISSA VIOLET),,2.30M
2017-09-22,2017-09-28,98,TUNNEL VISION,Kodak Black,2.29M
2017-09-22,2017-09-28,99,YOU'RE WELCOME,,2.27M
2017-09-22,2017-09-28,100,LOSIN CONTROL,Russ,2.27M
2017-09-29,2017-10-05,1,BODAK YELLOW,Cardi B,21.7M
2017-09-29,2017-10-05,2,DESPACITO (FEAT. DADDY YANKEE),Luis Fonsi,13.7M
2017-09-29,2017-10-05,3,1-800-273-8255 (FEAT. ALESSIA CARA & KHALID),Logic,11.6M
2017-09-29,2017-10-05,4,LOOK WHAT YOU MADE ME DO,Taylor Swift,11.3M
2017-09-29,2017-10-05,5,BANK ACCOUNT,21 Savage,11.2M
2017-09-29,2017-10-05,6,RAKE IT UP (FEAT. NICKI MINAJ),Yo Gotti,10.6M
